time,high,low,open,volumefrom,volumeto,close
2024-04-30,64721.13,59097.29,63847.54,41212.82,2518380270.05,60633.97
2024-05-01,60788.52,56516.09,60633.97,52053.76,3014503800.73,58277.44
2024-05-02,59628.08,56936.28,58277.44,29471.89,1724718703.27,59083.85
2024-05-03,63355.83,58835.76,59083.85,35180.41,2147038663.01,62917.45
2024-05-04,64539.14,62587.84,62917.45,16206.9,1029192793.92,63904.51
2024-05-05,64634.43,62923.47,63904.51,12595.62,803966989.59,64037.5
2024-05-06,65517.33,62715.9,64037.5,24082.55,1537928462.74,63168.44
2024-05-07,64403.15,62274.09,63168.44,20907.17,1326416673.48,62323.36
2024-05-08,63004.6,60867.52,62323.36,18593.4,1155791451.43,61179.81
2024-05-09,63429.98,60623.94,61179.81,18440.55,1140626858.17,63077.18
2024-05-10,63469.13,60181.24,63077.18,25390.35,1565941805.66,60790.82
2024-05-11,61489.54,60474.73,60790.82,8298.11,505608099.69,60823.19
2024-05-12,61838.51,60600.9,60823.19,8214.5,502848342.69,61459.22
2024-05-13,63445.72,60758.38,61459.22,21250.01,1327733464.12,62932.29
2024-05-14,63097.07,61094.77,62932.29,26392.04,1636519845.72,61548.48
2024-05-15,66467.29,61325.48,61548.48,40708.36,2625073579.59,66245.16
2024-05-16,66760.54,64600.05,66245.16,24275.96,1596664354.59,65250.53
2024-05-17,67489.24,65120.39,65250.53,23340.48,1552274385.82,67051.35
2024-05-18,67397.7,66633.01,67051.35,8752.24,586174043.35,66927.56
2024-05-19,67696.21,65878.18,66927.56,9725.64,650338446.5,66268.25
2024-05-20,71546.4,66071.74,66268.25,38260.49,2624709812.32,71430.23
2024-05-21,71964.79,69158.99,71430.23,30747.6,2169803609.99,70141.17
2024-05-22,70643.89,68952.24,70141.17,22981.44,1603267534.2,69123.56
2024-05-23,70037.76,66370.0,69123.56,28168.79,1922285401.83,67946.35
2024-05-24,69264.17,66613.35,67946.35,18239.62,1242012319.42,68548.33
2024-05-25,69599.81,68498.87,68548.33,5972.0,412212332.66,69288.95
2024-05-26,69511.53,68156.05,69288.95,5502.87,379159635.92,68488.29
2024-05-27,70613.89,68227.32,68488.29,13110.64,909946343.46,69386.83
2024-05-28,69533.54,67206.37,69386.83,22223.83,1514489243.92,68330.84
2024-05-29,68858.38,67099.33,68330.84,16353.37,1108570253.28,67576.81
2024-05-30,69520.94,67107.22,67576.81,20828.64,1424914242.82,68346.19
2024-05-31,69012.82,66605.09,68346.19,19922.04,1349659294.8,67482.25
2024-06-01,67831.31,67383.55,67482.25,4400.74,297719480.73,67721.6
2024-06-02,68409.58,67279.96,67721.6,6731.43,456585602.02,67738.74
2024-06-03,70283.97,67584.62,67738.74,22783.46,1575608100.17,68799.6
2024-06-04,71090.99,68553.54,68799.6,29746.55,2084571763.56,70548.51
2024-06-05,71782.2,70371.34,70548.51,16180.64,1149616530.63,71427.78
